"VIDEO_ID	VIDEO_NAME	SENTENCE_ID	SENTENCE_NAME	START_REALIGNED	END_REALIGNED	SENTENCE"
"-3sFcDBFxc8		-3sFcDBFxc8-5-gloss	-3sFcDBFxc8_18	-3sFcDBFxc8_18-5-gloss	111.145	117.29	MAKE SURE THAT YOU STAND OUTSIDE CL:1(away from the smoke) YOU DON'T+WANT TO BE BREATHE IN SMOKE"
"-3sFcDBFxc8		-3sFcDBFxc8-5-gloss	-3sFcDBFxc8_19	-3sFcDBFxc8_19-5-gloss	117.29	120.885	FS:SO ME GET WE THE START FS:OF THE FIRE"
"-4Sl9mPOlfA		-4Sl9mPOlfA-3-gloss	-4Sl9mPOlfA_0	-4Sl9mPOlfA_0-3-gloss	0.15	10.11	ME PREFER GLUE BOTTLE POUR LITTLE BIT FASTER NOT MUST LEAVE GLUE CL:4(FLOW DOWNWARDS) FULL"
"-4Sl9mPOlfA		-4Sl9mPOlfA-3-gloss	-4Sl9mPOlfA_1	-4Sl9mPOlfA_1-3-gloss	11.5	20.71	GRAB BRUSH LITTLE BLUE PAINT FS:GLUE BRUSH SAME THAT CL:5-CLOSED(SPREAD OUT) CL:5-OPEN(DISTRIBUTE) FULL DEEP"
"-4Sl9mPOlfA		-4Sl9mPOlfA-3-gloss	-4Sl9mPOlfA_2	-4Sl9mPOlfA_2-3-gloss	20.71	24.22	MAKE SURE ALL THROUGH END RIGHT THERE"
"-4Sl9mPOlfA		-4Sl9mPOlfA-3-gloss	-4Sl9mPOlfA_3	-4Sl9mPOlfA_3-3-gloss	24.23	26.22	COVER EVERYTHING"
"-4Sl9mPOlfA		-4Sl9mPOlfA-3-gloss	-4Sl9mPOlfA_4	-4Sl9mPOlfA_4-3-gloss	26.22	35.605	DON'T WANT GLUE CL:5-OPEN(SPILL EVERYWHERE) NO DIRTY NO BUT WANT ENOUGH FULL COVER ALL "
"-4Sl9mPOlfA		-4Sl9mPOlfA-3-gloss	-4Sl9mPOlfA_5	-4Sl9mPOlfA_5-3-gloss	35.605	38.275	THEN PAINT PAINT PAINT LITTLE BIT"
"-4Sl9mPOlfA		-4Sl9mPOlfA-3-gloss	-4Sl9mPOlfA_6	-4Sl9mPOlfA_6-3-gloss	40.06	41.99	APPEARANCE GOOD"
"-4Sl9mPOlfA		-4Sl9mPOlfA-3-gloss	-4Sl9mPOlfA_7	-4Sl9mPOlfA_7-3-gloss	43.28	47.84	MOVE THEN SAME AGAIN THAT SIDE"
"-6PULg1jlpc		-6PULg1jlpc-5-gloss	-6PULg1jlpc_0	-6PULg1jlpc_0-5-gloss	2.2	6.17	FS:OK PERFECT  GO AHEAD START IN FS:A SECOND"
"-6PULg1jlpc		-6PULg1jlpc-5-gloss	-6PULg1jlpc_1	-6PULg1jlpc_1-5-gloss	6.21	11.785	ME KNOW A+LOT LADIES AROUND+THERE WONDER HOW ME GET MY SKIN CLEAN"
"-6PULg1jlpc		-6PULg1jlpc-5-gloss	-6PULg1jlpc_2	-6PULg1jlpc_2-5-gloss	11.785	14.83	HOW ME ELIMINATE FS:OF THIS MAKEUP"
"-6PULg1jlpc		-6PULg1jlpc-5-gloss	-6PULg1jlpc_3	-6PULg1jlpc_3-5-gloss	16.55	18.325	TODAY ME SHOW+YOU HOW"
"-6PULg1jlpc		-6PULg1jlpc-5-gloss	-6PULg1jlpc_4	-6PULg1jlpc_4-5-gloss	18.325	27.71	FORMAL:ME FS:SYLVIA FS:RUSSELL AND TODAY SHOW HOW TO CLEAN YOUR FACE AND ELIMINATE MAKEUP"
"-6PULg1jlpc		-6PULg1jlpc-5-gloss	-6PULg1jlpc_5	-6PULg1jlpc_5-5-gloss	27.71	42.75	MAKE SURE YOU HAVE THE PROPER PRODUCT CLEANING GEL CLEAN WASH WHATEVER YOU HAVE SIMILAR LIKE ON YOUR SKIN MAKE SURE YOU HAVE FS:IT IN HAND "
"-6PULg1jlpc		-6PULg1jlpc-5-gloss	-6PULg1jlpc_6	-6PULg1jlpc_6-5-gloss	42.75	49.835	MAKE SURE YOU HAVE WATER YOU HAVE TOWEL FS:OR PAPER TOWEL AND FS:COTTON TO CLEAN FS:UP"
"-6PULg1jlpc		-6PULg1jlpc-5-gloss	-6PULg1jlpc_7	-6PULg1jlpc_7-5-gloss	50.765	55.48	WHAT YOU DO GO+AHEAD BEGIN WASH+FACE "
"-6PULg1jlpc		-6PULg1jlpc-5-gloss	-6PULg1jlpc_8	-6PULg1jlpc_8-5-gloss	57.47	67.545	REMEMBER TO CLEAN SKIN IS SOMETHING THAT CAN FS:BE FINISH EASY HOME AND SOMETHING YOU WANT TO DO ON FS:A REGULAR CONSTANT"
"-6PULg1jlpc		-6PULg1jlpc-5-gloss	-6PULg1jlpc_9	-6PULg1jlpc_9-5-gloss	67.545	69.71	ELIMINATE MAKEUP IS IMPORTANT"
"-6PULg1jlpc		-6PULg1jlpc-5-gloss	-6PULg1jlpc_10	-6PULg1jlpc_10-5-gloss	69.71	81.6	YOU DO+NOT WANT TO SLEEP ALL+NIGHT WITH MAKEUP LEAVE+ON+FACE BECAUSE THIS CAN CAUSE ACNE"
"-6PULg1jlpc		-6PULg1jlpc-5-gloss	-6PULg1jlpc_11	-6PULg1jlpc_11-5-gloss	82.2	87.15	MAKE SURE TO USE GOOD CLEAN PRODUCT WHEN ELIMINATE MAKEUP"
"-6PULg1jlpc		-6PULg1jlpc-5-gloss	-6PULg1jlpc_12	-6PULg1jlpc_12-5-gloss	87.15	97.665	MAKEUP IS SOMETHING THAT ALL WOMAN LOVE USE BUT WE ALSO NEED TO REMEMBER TO ELIMINATE PROPER"
"-6PULg1jlpc		-6PULg1jlpc-5-gloss	-6PULg1jlpc_13	-6PULg1jlpc_13-5-gloss	100.69	110.23	SIMPLE CLEAN FS:OR CREAM CL:CLOSED 5(rub on hands) HANDS PUT+ON+FACE CL:CLOSED 5(rub on face) FACE "
"-6PULg1jlpc		-6PULg1jlpc-5-gloss	-6PULg1jlpc_14	-6PULg1jlpc_14-5-gloss	110.23	115.805	REMEMBER GET ELIMINCATE MAKEUP MAYBE HAVE TO CL:CLOSED 5(clean face) TWICE "
"-6PULg1jlpc		-6PULg1jlpc-5-gloss	-6PULg1jlpc_15	-6PULg1jlpc_15-5-gloss	115.94	124.0	FS:SO DO+NOT FS:BE AFRAID TO GO+BACK MAKEUP AGAIN FOR SECOND TIME"
"-6PULg1jlpc		-6PULg1jlpc-5-gloss	-6PULg1jlpc_16	-6PULg1jlpc_16-5-gloss	124.0	130.11	REMEMBER CLEAN YOUR SKIN IS EASY AND CAN DO YOURSELF "
"-6PULg1jlpc		-6PULg1jlpc-5-gloss	-6PULg1jlpc_17	-6PULg1jlpc_17-5-gloss	130.11	139.889	FORMAL:ME FS:SYLVIA FS:RUSSELL AND THERE IS HOW YOU CAN CLEAN YOUR SKIN AND ELIMINATE MAKEUP"
"-6PZkp-zC78		-6PZkp-zC78-5-gloss	-6PZkp-zC78_0	-6PZkp-zC78_0-5-gloss	0.41	8.34	HI, I-FORMAL FS:STAN FS:DEFREITAS, FS: MR GREEN THUMB FOR THIS GARDEN."
"-6PZkp-zC78		-6PZkp-zC78-5-gloss	-6PZkp-zC78_1	-6PZkp-zC78_1-5-gloss	8.34	9.99	NAMED CL: 2-BENT FS:WAVE."
"-6PZkp-zC78		-6PZkp-zC78-5-gloss	-6PZkp-zC78_2	-6PZkp-zC78_2-5-gloss	9.99	15.65	AND YOU CAN SEE IT IS CALLED FS:WAVE BECAUSE FS:IT TEND CL:5 (all over the area) EVERYWEHRE"
"-6PZkp-zC78		-6PZkp-zC78-5-gloss	-6PZkp-zC78_3	-6PZkp-zC78_3-5-gloss	15.65	35.12	NOW THERE DIFFERENT KIND FS:OF FS:PETUNIAS IN THE PAST IN DIFFERENT THINGS THE FS:WAVE FS: PETUNIA IS ONE THAT YOU WILL FIND GREAT FOR HANGING BASKET FS:OR FS:A FS:BEDDING PLANT WHERE YOU WANT TO SPILL TO OTHER AREA."
"-6PZkp-zC78		-6PZkp-zC78-5-gloss	-6PZkp-zC78_4	-6PZkp-zC78_4-5-gloss	35.12	47.29	POINT KIND FLOWER WILL CL: 5 ( blooming/growing) FLOWER EVERYDAY WILL GIVE DIFFERENT FS:OF FLOWERS FROM EARLY SPRING THROUGH FALL DEPEND ON WHERE YOU ARE FS:AT."
"-6PZkp-zC78		-6PZkp-zC78-5-gloss	-6PZkp-zC78_5	-6PZkp-zC78_5-5-gloss	47.29	60.15	NOW FS:PETUNIAS ARE FAIR HEAVY FEEDER FS:SO MAKE SURE YOU FEED ABOUT ONCE 1 VERY-WEEK FS:OR EVERY 2-WEEK WITH HALF STRENGTH GOOD WATER FS:SOLUBLE PLANT FOOD."
"-6PZkp-zC78		-6PZkp-zC78-5-gloss	-6PZkp-zC78_6	-6PZkp-zC78_6-5-gloss	60.15	66.35	ALSO WANT TO PLANT  NOT HAVE GOOD FS:PEAT AND FS:PEARL LIKE COMBINATION."
"-6PZkp-zC78		-6PZkp-zC78-5-gloss	-6PZkp-zC78_7	-6PZkp-zC78_7-5-gloss	66.35	72.04	MANY GOOD MIX THAT ARE PROFESSIONAL MIX WILL BE GOOD FOR THIS PLANTICULAR PLANT."
"-6PZkp-zC78		-6PZkp-zC78-5-gloss	-6PZkp-zC78_8	-6PZkp-zC78_8-5-gloss	72.04	86.234	REMEMBER IN  BASKET THEY TEND TO DRY FS:OUT LITTLE-BIT MORE QUICK FS:SO IF YOU HAVE FS:A HOLD HANGING BASKET LIKE THIS ONE WILL HAVE TO MAKE SURE THAT WATER ON ALMOST EVERYDAY PRESIST."
"-6PZkp-zC78		-6PZkp-zC78-5-gloss	-6PZkp-zC78_9	-6PZkp-zC78_9-5-gloss	86.234	91.216	FOR ON GARDEN I-FORMAL FS:STAN FS: DEFREITAS FS:MR GREEN FS:THUM"
"-6vHGMCTYyI		-6vHGMCTYyI-5-gloss	-6vHGMCTYyI_0	-6vHGMCTYyI_0-5-gloss	0.31	3.73	ALRIGHT NOW FINISH LOOK- AROUND WHAT YOU GOOD FS:AT "
"-6vHGMCTYyI		-6vHGMCTYyI-5-gloss	-6vHGMCTYyI_1	-6vHGMCTYyI_1-5-gloss	3.76	11.29	WHAT SKILLS YOU HAVE AND YOUR EDUCATION BACKGROUND FS:SO TIME TO LOOK YOUR WORK EXPERINCE. "
"-6vHGMCTYyI		-6vHGMCTYyI-5-gloss	-6vHGMCTYyI_2	-6vHGMCTYyI_2-5-gloss	15.28	18.395	WHAT KIND JOB YOU FINISH HAVE BEFORE?"
"-6vHGMCTYyI		-6vHGMCTYyI-5-gloss	-6vHGMCTYyI_3	-6vHGMCTYyI_3-5-gloss	18.65	28.06	MAYBE YOU HAVE COLLEGE TYPE JOB THAT MAYBE FS:OR NOT NECESSARY CAREER JOBS."
"-6vHGMCTYyI		-6vHGMCTYyI-5-gloss	-6vHGMCTYyI_4	-6vHGMCTYyI_4-5-gloss	28.06	35.84	FS:OR MAYBE YOU HAVE SOME LIKE FS:OF BETTER WORD CL: BENT-2 (quotation marks) REAL JOB"
"-6vHGMCTYyI		-6vHGMCTYyI-5-gloss	-6vHGMCTYyI_5	-6vHGMCTYyI_5-5-gloss	35.84	39.745	WHAT YOU WANT DO IS LOOK-AROUND WORK EXPERIENCE."
"-6vHGMCTYyI		-6vHGMCTYyI-5-gloss	-6vHGMCTYyI_6	-6vHGMCTYyI_6-5-gloss	39.745	43.325	WHAT FS:DID YOU GAIN ?"
"-6vHGMCTYyI		-6vHGMCTYyI-5-gloss	-6vHGMCTYyI_7	-6vHGMCTYyI_7-5-gloss	44.012	49.72	WHAT FS:DID YOU KNOW GAIN PROBLEM SOLVING SKILLS?"
"-6vHGMCTYyI		-6vHGMCTYyI-5-gloss	-6vHGMCTYyI_8	-6vHGMCTYyI_8-5-gloss	49.72	54.12	YOU GAIN BETTER CUSTOMER SERVICE SKILLS?"
"-6vHGMCTYyI		-6vHGMCTYyI-5-gloss	-6vHGMCTYyI_9	-6vHGMCTYyI_9-5-gloss	55.305	58.17	NOT REFLECT(THINK) FS:WELL I WORK HERE."
"-6vHGMCTYyI		-6vHGMCTYyI-5-gloss	-6vHGMCTYyI_10	-6vHGMCTYyI_10-5-gloss	58.17	60.2	WHAT YOU GET OUT FS:OF THAT?"
"-6vHGMCTYyI		-6vHGMCTYyI-5-gloss	-6vHGMCTYyI_11	-6vHGMCTYyI_11-5-gloss	60.5	71.98	WHAT YOU LEARN FROM THAT JOB FS:OR FROM WORK EXPERIENCE THAT WILL HELP-YOU WITH YOUR NEW WORK EMPLOYER HELP-YOU GET JOB."
"-6vHGMCTYyI		-6vHGMCTYyI-5-gloss	-6vHGMCTYyI_12	-6vHGMCTYyI_12-5-gloss	71.98	79.1	THAT HOW YOU HAVE-TO REFLECT (THINK)  ABOUT RELATED FS:OF PAST WORK  EXPERIENCE."
"-7BtY3iQIdo		-7BtY3iQIdo-8-gloss	-7BtY3iQIdo_0	-7BtY3iQIdo_0-8-gloss	0.24	7.13	NOW WILL MAKE CL:B(foot)+CL:I(trim the edge) BALLET SHOES WITH LITTLE-BIT PEARLS."
"-7BtY3iQIdo		-7BtY3iQIdo-8-gloss	-7BtY3iQIdo_1	-7BtY3iQIdo_1-8-gloss	8.47	14.21	WILL MAKE CL:S (pipe) PEARLS NUMBER 4 TIP."
"-7BtY3iQIdo		-7BtY3iQIdo-8-gloss	-7BtY3iQIdo_3	-7BtY3iQIdo_3-8-gloss	14.66	17.45	UP-TO-YOU MAKE PERALS TWIST. "
"-7BtY3iQIdo		-7BtY3iQIdo-8-gloss	-7BtY3iQIdo_4	-7BtY3iQIdo_4-8-gloss	18.91	20.655	NICE TIGHT. "
"-7BtY3iQIdo		-7BtY3iQIdo-8-gloss	-7BtY3iQIdo_5	-7BtY3iQIdo_5-8-gloss	20.655	23.055	WILL MAKE DOTS. "
"-7BtY3iQIdo		-7BtY3iQIdo-8-gloss	-7BtY3iQIdo_6	-7BtY3iQIdo_6-8-gloss	23.055	34.075	PAPER DO CL:S+CLS (hold the tip) PAPER CL:CLOSED- 5 (paper, non-dominant hand)+CL: S( squeeze out, dominant hand) 1/8 INCH SQUEEZE SEE LITTLE-BIT DOT GOOD CL:CLOSED- 5 (paper, non-dominant hand)+CL: S( squeeze out, dominant hand)"
"-7BtY3iQIdo		-7BtY3iQIdo-8-gloss	-7BtY3iQIdo_7	-7BtY3iQIdo_7-8-gloss	34.075	37.405	SEE THAT BIG CL:CLOSED- 5 (paper, non-dominant hand)+CL: S( pull it up, dominant hand)."
"-7BtY3iQIdo		-7BtY3iQIdo-8-gloss	-7BtY3iQIdo_8	-7BtY3iQIdo_8-8-gloss	37.405	40.775	DONT+WANT CL:CLOSED- 5 (paper, non-dominant hand)+CL: S( squeeze out, dominant hand) SQUEEZE SQUEEZE SQUEEZE CL:CLOSED- 5 (paper, non-dominant hand)+CL: S( pull up dominant hand)"
"-7BtY3iQIdo		-7BtY3iQIdo-8-gloss	-7BtY3iQIdo_9	-7BtY3iQIdo_9-8-gloss	40.775	44.27	WILL LOOK-LIKE CL:CLOSED- 5 (paper, non-dominant hand)+CL: Q(teardrop, dominant hand)."
"-7BtY3iQIdo		-7BtY3iQIdo-8-gloss	-7BtY3iQIdo_10	-7BtY3iQIdo_10-8-gloss	45.64	47.89	WANT NEED ADD PRESSURE"
"-7BtY3iQIdo		-7BtY3iQIdo-8-gloss	-7BtY3iQIdo_11	-7BtY3iQIdo_11-8-gloss	48.67	51.535	CL:CLOSED- 5 (paper, non-dominant hand)+CL: S( squeeze-pull up, dominant hand)   "
"-7BtY3iQIdo		-7BtY3iQIdo-8-gloss	-7BtY3iQIdo_12	-7BtY3iQIdo_12-8-gloss	51.865	54.36	CL:CLOSED- 5 (paper, non-dominant hand)+CL: S( squeeze, release, pull up, dominant hand)"
"-7BtY3iQIdo		-7BtY3iQIdo-8-gloss	-7BtY3iQIdo_13	-7BtY3iQIdo_13-8-gloss	55.035	62.385	PRACTICE ON PAPER FS:OR PAPER PLATE UNTIL DOTS LOOK SAME+SAME+SAME "
"-7BtY3iQIdo		-7BtY3iQIdo-8-gloss	-7BtY3iQIdo_14	-7BtY3iQIdo_14-8-gloss	64.0	66.585	THEN GO AHEAD CL:CLOSED- 5 (cake, non-dominant hand)+CL: S( squeeze out, dominant hand) CAKE."
"-7BtY3iQIdo		-7BtY3iQIdo-8-gloss	-7BtY3iQIdo_15	-7BtY3iQIdo_15-8-gloss	68.325	73.875	SEE PINK WHITE WHERE CL:B+CL:B (the white and the pink meet) WILL CL:B (paper, non-dominant hand)+CL: S( squeeze, release, pull up, dominant hand)."
"-7BtY3iQIdo		-7BtY3iQIdo-8-gloss	-7BtY3iQIdo_16	-7BtY3iQIdo_16-8-gloss	79.285	80.92	CL:CLOSED- 5 (cake, non-dominant hand)+CL: I( right on that border and go all the way around the cake, dominant hand)"
"-7BtY3iQIdo		-7BtY3iQIdo-8-gloss	-7BtY3iQIdo_17	-7BtY3iQIdo_17-8-gloss	80.92	90.965	REMEMBER JUST HOLD CL:CLOSED- 5 (cake, non-dominant hand)+CL: S( hold, dominant hand) LITTLE-BIT ABOVE CAKE THAT WANT SPREAD TO CL:CLOSED- 5 (cake, non-dominant hand)+CL:5-CLAW( shape of icing., dominant hand)"
"-7BtY3iQIdo		-7BtY3iQIdo-8-gloss	-7BtY3iQIdo_18	-7BtY3iQIdo_18-8-gloss	94.24	95.975	CL:CLOSED- 5 (cake, non-dominant hand)+CL: S( squeeze, release, pull up, dominant hand)."
"-7BtY3iQIdo		-7BtY3iQIdo-8-gloss	-7BtY3iQIdo_19	-7BtY3iQIdo_19-8-gloss	96.44	104.35	WILL NICE TEND DELICATE FS:TRIM FOR EDGE SHOES."
"-7BtY3iQIdo		-7BtY3iQIdo-8-gloss	-7BtY3iQIdo_20	-7BtY3iQIdo_20-8-gloss	104.84	114.57	FINISH CL:CLOSED- 5 (shoes, non-dominant hand)+CL: S( beading around the shoe, dominant hand) WANT MAKE SURE GO AHEAD ADD SMALL BOW."
"-7BtY3iQIdo		-7BtY3iQIdo-8-gloss	-7BtY3iQIdo_21	-7BtY3iQIdo_21-8-gloss	114.57	120.985	CL:CLOSED- 5 (paper, non-dominant hand)+CL: S( stamp, dominant hand) CL:I (shape of loop, non-dominant hand)+CL:I (shape of loop, dominant hand) OTHER LOOP 2 STRING."
"-7BtY3iQIdo		-7BtY3iQIdo-8-gloss	-7BtY3iQIdo_22	-7BtY3iQIdo_22-8-gloss	125.305	128.08	THEN LITTLE DOT FOR TIE"
"-7H7ZHO_4Ao		-7H7ZHO_4Ao-8-gloss	-7H7ZHO_4Ao_1	-7H7ZHO_4Ao_1-8-gloss	6.08	15.98	FINISH COMPLETE MAKE PIN CUSHION CL:1(doll)+CL:1(point at doll) DOLL LITTLE CUTE PERSONAL GIFT COOL FOR ANY SEWER."
"-7H7ZHO_4Ao		-7H7ZHO_4Ao-8-gloss	-7H7ZHO_4Ao_2	-7H7ZHO_4Ao_2-8-gloss	15.98	20.57	WILL ALSO GREAT PROJECT FOR BEGINNING SEWER."
"-7H7ZHO_4Ao		-7H7ZHO_4Ao-8-gloss	-7H7ZHO_4Ao_3	-7H7ZHO_4Ao_3-8-gloss	20.57	27.69	VERY EASY JUST CL:5(ITEM)+CL:F(stitiching all the way around it) PATTERN SQAURE EASY ADD STUFFING    "
"-7H7ZHO_4Ao		-7H7ZHO_4Ao-8-gloss	-7H7ZHO_4Ao_4	-7H7ZHO_4Ao_4-8-gloss	27.88	36.51	GOOD PROJECT MAYBE WORK WITH CHILD CHILD CAN USE INSTEAD STUFFING MAYBE FS:RICE FS: BEAN FS:BAG "
"-7H7ZHO_4Ao		-7H7ZHO_4Ao-8-gloss	-7H7ZHO_4Ao_5	-7H7ZHO_4Ao_5-8-gloss	37.33	53.15	LIKE BEFORE MENTION BEFORE MAKE GREAT DOG TOY DOLL TOY WANT KEEP+IN+MIND NOT+WANT USE THING THAT  CL:OPENED-B(item)+CL:BENT-V(pull out)/CL:S(remove) STUCK CL:F(item stuck in throat)"
"-7H7ZHO_4Ao		-7H7ZHO_4Ao-8-gloss	-7H7ZHO_4Ao_6	-7H7ZHO_4Ao_6-8-gloss	53.15	55.13	SAME IDEA APPLY CHILDREN  "
"-7H7ZHO_4Ao		-7H7ZHO_4Ao-8-gloss	-7H7ZHO_4Ao_7	-7H7ZHO_4Ao_7-8-gloss	55.13	62.58	IF MAKE FOR BABY STAY WITH FS:FELT FS:OR SEW NO SMALL PART ACCIDENT CL:OPENED-B(item)+CL:F(pull out)"
"-7H7ZHO_4Ao		-7H7ZHO_4Ao-8-gloss	-7H7ZHO_4Ao_8	-7H7ZHO_4Ao_8-8-gloss	65.34	70.48	THINK SHE FANTASTIC WILL LOOK GREAT LIKE MY PIN CUSHION "
"-7H7ZHO_4Ao		-7H7ZHO_4Ao-8-gloss	-7H7ZHO_4Ao_9	-7H7ZHO_4Ao_9-8-gloss	76.75	83.005	SHE FANTASTIC WILL LOOK DESK TOP HOPE YOU HAVE FUN MAKE I DID."
"-88OcTs9MPs		-88OcTs9MPs-8-gloss	-88OcTs9MPs_0	-88OcTs9MPs_0-8-gloss	0.52	7.53	ME FS: NIGEL  WITH BLUE FS: GRIFFIN FS: HANDYMAN NOW DAY WILL DECIDE REMOVE PAINT SMELL HOUSE"
"-88OcTs9MPs		-88OcTs9MPs-8-gloss	-88OcTs9MPs_1	-88OcTs9MPs_1-8-gloss	7.55	11.87	FIRST WHAT-DO AVOID SMELL CL:5(shows smell represented) COMBINE"
"-88OcTs9MPs		-88OcTs9MPs-8-gloss	-88OcTs9MPs_2	-88OcTs9MPs_2-8-gloss	11.89	24.64	PAINT NOW HAVE LOW FS:VOC FS:OR NONE FS:VOC WILL INFORM YOU CL:2(eyes notice, reading from back) FS:VOC FS:132 GRAM EVERY LITER"
"-88OcTs9MPs		-88OcTs9MPs-8-gloss	-88OcTs9MPs_3	-88OcTs9MPs_3-8-gloss	25.03	50.63	FS:VOC CL:(SHRUG) FS:VOLATILE FS:ORGANIC FS:COMPOUNDS THAT CAUSE SMELL CL:5(smell fumes) YOUR HOUSE WHAT-DO IF REQUIRE USE IT PAINT WITH FS:VOC WHAT-DO GO-AHEAD WINDOW CL:(windows open) ALL HOUSE FAN CL:(fan blows through house) OUT SMELL GO TREE MANY FOR DAY SOME-THING OUT HOUSE  NOT NEED CL:(inhale vapors)  "
"-88OcTs9MPs		-88OcTs9MPs-8-gloss	-88OcTs9MPs_4	-88OcTs9MPs_4-8-gloss	50.93	58.44	WHEN USE KIND PAINT WITH FS:VOC IMPORTANT USE BREATH CL:5(mask) PROTECTION CL:(fumes)"
"-88OcTs9MPs		-88OcTs9MPs-8-gloss	-88OcTs9MPs_5	-88OcTs9MPs_5-8-gloss	59.96	61.44	NOT GOOD FOR YOU"
"-88OcTs9MPs		-88OcTs9MPs-8-gloss	-88OcTs9MPs_6	-88OcTs9MPs_6-8-gloss	61.63	64.32	HOW SMELL PAINT REMOVE HOUSE"
"-9GV_-VRpt8		-9GV_-VRpt8-8-gloss	-9GV_-VRpt8_0	-9GV_-VRpt8_0-8-gloss	14.5	22.94	HELLO I FS:SEAN FS:HOBSON BCL:(gesture-shrug)  NOW HERE APPROPRATE MOVE NOT ONLY GOOD SHOOT BUT GOOD BUT GOOD SHOOT FROM FREE SHOOT LINE "
"-9GV_-VRpt8		-9GV_-VRpt8-8-gloss	-9GV_-VRpt8_1	-9GV_-VRpt8_1-8-gloss	22.95	26.37	THROUGH PERSON END FOR FREE SHOOT "
"-9GV_-VRpt8		-9GV_-VRpt8-8-gloss	-9GV_-VRpt8_2	-9GV_-VRpt8_2-8-gloss	26.37	29.7	IF FS:KILE CL:1(Kile walking) 2HCL:(Kile walk to line) READY  "
"-9GV_-VRpt8		-9GV_-VRpt8-8-gloss	-9GV_-VRpt8_3	-9GV_-VRpt8_3-8-gloss	29.75	32.84	GOOD CL:2(leg stance) SET-UP GOOD FOUNDATION"
"-9GV_-VRpt8		-9GV_-VRpt8-8-gloss	-9GV_-VRpt8_4	-9GV_-VRpt8_4-8-gloss	33.1	37.85	WILL BCL:(line up shot) TOGETHER THROUGH SHOOT END"
"-9GV_-VRpt8		-9GV_-VRpt8-8-gloss	-9GV_-VRpt8_5	-9GV_-VRpt8_5-8-gloss	37.88	39.25	ONLY FIRST"
"-9GV_-VRpt8		-9GV_-VRpt8-8-gloss	-9GV_-VRpt8_6	-9GV_-VRpt8_6-8-gloss	39.26	49.31	IMPORTANT END YOUR LEGS 2HCL:(during game, person approaches to shoot) FS:FEET CL:B(flat foot) BALL 2HCL:C(ball misses hoop,bouncing off)"
"-9GV_-VRpt8		-9GV_-VRpt8-8-gloss	-9GV_-VRpt8_7	-9GV_-VRpt8_7-8-gloss	50.13	61.66	WHAT-DO ALWAYS WANT FREE SHOOT END YOUR CL:B(feet, up on toes) WHY USE BOTTOM LEG MUSCLE HELP 2HCL:C(ball go in hoop)"
"-9GV_-VRpt8		-9GV_-VRpt8-8-gloss	-9GV_-VRpt8_8	-9GV_-VRpt8_8-8-gloss	63.73	69.52	WHAT-DO MAKE SURE ALWALY FOLLOW CL:5(hand shooting out in frount))"
"-9GV_-VRpt8		-9GV_-VRpt8-8-gloss	-9GV_-VRpt8_9	-9GV_-VRpt8_9-8-gloss	69.54	72.69	NEVER WANT TO BCL:(shoot with bad arm position)"
"-9GV_-VRpt8		-9GV_-VRpt8-8-gloss	-9GV_-VRpt8_10	-9GV_-VRpt8_10-8-gloss	74.17	83.27	SEE NOW SHOOT BCL:(hand flops back)    BASKET BALL CL:3(basket ball flips back ) NOT CL:3( basket ball goes in) RIGHT WAY "
"-9GV_-VRpt8		-9GV_-VRpt8-8-gloss	-9GV_-VRpt8_11	-9GV_-VRpt8_11-8-gloss	84.23	91.95	LAST WHAT-DO WANT-NOT SHOOT CL:1(falls back) NO SHOOT CL:1(  falls back across line)"
"-9GV_-VRpt8		-9GV_-VRpt8-8-gloss	-9GV_-VRpt8_12	-9GV_-VRpt8_12-8-gloss	91.96	95.32	ID YOU FS:DO THAT CALLED NEGATIVE ENERGY"
"-9GV_-VRpt8		-9GV_-VRpt8-8-gloss	-9GV_-VRpt8_13	-9GV_-VRpt8_13-8-gloss	95.33	99.05	BALL 2HCL:(ball remove) NOT ALLOW BALL CL:1( ball tumble foward)"
"-9GV_-VRpt8		-9GV_-VRpt8-8-gloss	-9GV_-VRpt8_14	-9GV_-VRpt8_14-8-gloss	99.18	108.36	REMEMBER MAKE GOOD SHOOT"
"-aF-wabKgGs		-aF-wabKgGs-8-gloss	-aF-wabKgGs_1	-aF-wabKgGs_1-8-gloss	4.71	8.55	 THIS FILM WILL MAKE FS:PATTERN FOR EYE+MASK"
"-aF-wabKgGs		-aF-wabKgGs-8-gloss	-aF-wabKgGs_2	-aF-wabKgGs_2-8-gloss	8.56	14.31	 FINISH EYE+MASK BUT PLAIN BORING ME ALREADY BUY EYE+MASK STORE"
"-aF-wabKgGs		-aF-wabKgGs-8-gloss	-aF-wabKgGs_3	-aF-wabKgGs_3-8-gloss	14.82	24.19	SO USE THAT FS:TEMPLATE BUT NOT HAVE SLEEP EYE+MASK WHAT+DO LIKE OVAL CL:BENT L(short)+CL:1(circle) FS:6 INCH WIDE"
"-aF-wabKgGs		-aF-wabKgGs-8-gloss	-aF-wabKgGs_4	-aF-wabKgGs_4-8-gloss	24.79	33.49	WANT PLACE TO NOTCH CL:BENT L(short)+CL:1(go across bridge of nose) FOR NOSE WANT LONG WARPED OVAL (CL:BENT L(oval bent in middle) CUT OUT NOTCH"
